,Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper
132789,"Typhoid Fever, case",Santa Barbara,2004,Female,1,205110,0.488,0.012,2.716
53502,Hantavirus Infection,Alpine,2005,Male,0,628,0.0,0.0,585.679
68317,Legionellosis,Mendocino,2014,Male,3,44468,6.746,1.391,19.715
119615,Tetanus,Mariposa,2014,Female,0,8832,0.0,0.0,41.758
24396,Cholera,Sonoma,2003,Male,0,230188,0.0,0.0,1.6030000000000002
38667,Dengue,Santa Clara,2003,Male,0,855738,0.0,0.0,0.431
44296,E. coli O157,Yolo,2013,Male,1,100538,0.995,0.025,5.542000000000001
20154,Chlamydia,Colusa,2010,Female,26,10435,249.167,162.82299999999998,364.86800000000005
19541,Campylobacteriosis,Sutter,2002,Female,7,41367,16.922,6.803999999999999,34.861999999999995
52009,Gonorrhea,Mono,2006,Male,2,7627,26.221999999999998,3.176,94.693
53967,Hantavirus Infection,Imperial,2006,Female,0,78596,0.0,0.0,4.6930000000000005
133032,"Typhoid Fever, case",Solano,2001,Female,0,200691,0.0,0.0,1.838
36658,Cysticercosis or Taeniasis,Trinity,2010,Female,0,6635,0.0,0.0,55.582
76371,Listeriosis,San Mateo,2002,Female,1,358384,0.27899999999999997,0.006999999999999999,1.555
29938,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Contra Costa,2012,Male,0,521520,0.0,0.0,0.7070000000000001
77030,Listeriosis,Ventura,2011,Female,0,417598,0.0,0.0,0.883
67994,Legionellosis,Lake,2001,Female,0,30250,0.0,0.0,12.194
139383,Yersiniosis,Alameda,2010,Female,1,771369,0.13,0.003,0.722
131727,"Typhoid Fever, case",Kings,2013,Female,0,65192,0.0,0.0,5.6579999999999995
116734,Streptococcal Infection (cases in food and dairy workers),Imperial,2003,Female,0,72618,0.0,0.0,5.08
50041,Giardiasis,San Francisco,2002,Female,61,385350,15.83,12.109000000000002,20.334
119654,Tetanus,Mendocino,2013,Female,0,43958,0.0,0.0,8.391
28285,Coccidioidomycosis,Merced,2004,Male,8,117878,6.787000000000001,2.93,13.372
90163,Pertussis,Tehama,2013,Female,0,32138,0.0,0.0,11.478
97113,Q Fever,Santa Barbara,2013,Female,0,214964,0.0,0.0,1.716
3858,Anaplasmosis and Ehrlichiosis,Plumas,2010,Male,0,9944,0.0,0.0,37.09
78898,Lyme Disease,Santa Barbara,2002,Male,3,203289,1.476,0.304,4.313
108347,Scombroid Fish Poisoning,Tuolumne,2001,Male,0,29191,0.0,0.0,12.636
18919,Cholera,Modoc,2004,Female,0,4740,0.0,0.0,77.794
72671,Leptospirosis,Glenn,2001,Male,0,13457,0.0,0.0,27.409000000000002
32469,Cryptosporidiosis,Orange,2006,Female,9,1491355,0.603,0.276,1.146
109313,Shiga Toxin Positive Feces (without culture confirmation),Plumas,2014,Male,0,9821,0.0,0.0,37.554
7601,"Botulism, Foodborne",Amador,2009,Male,0,20708,0.0,0.0,17.812
68765,Legionellosis,Sacramento,2009,Male,3,691550,0.434,0.08900000000000001,1.268
140512,Yersiniosis,Napa,2013,Female,0,69108,0.0,0.0,5.337999999999999
73953,Leptospirosis,San Luis Obispo,2012,Female,0,131899,0.0,0.0,2.7969999999999997
18361,Campylobacteriosis,Mariposa,2010,Male,0,9236,0.0,0.0,39.931999999999995
124595,Trichinosis,Mendocino,2012,Male,0,44435,0.0,0.0,8.301
50446,Giardiasis,Siskiyou,2011,Female,0,22498,0.0,0.0,16.395
41774,Diphtheria,Yuba,2001,Male,0,30952,0.0,0.0,11.917
138669,Vibrio Infection (non-Cholera),Santa Clara,2004,Male,14,856410,1.635,0.894,2.7430000000000003
76731,Listeriosis,Sonoma,2009,Male,0,236628,0.0,0.0,1.5590000000000002
52288,Gonorrhea,Plumas,2014,Male,3,9821,30.546,6.3,89.244
59945,"Hepatitis C, Acute",Humboldt,2013,Male,1,67922,1.472,0.037000000000000005,8.203
97372,Q Fever,Sonoma,2001,Male,0,228786,0.0,0.0,1.6119999999999999
96600,Q Fever,Orange,2010,Female,0,1524864,0.0,0.0,0.242
10364,"Botulism, Other",El Dorado,2004,Male,0,85104,0.0,0.0,4.334
25011,Ciguatera Fish Poisoning,Butte,2012,Female,0,111415,0.0,0.0,3.3110000000000004
123998,Trichinosis,El Dorado,2009,Male,0,89825,0.0,0.0,4.107
138201,Vibrio Infection (non-Cholera),Plumas,2002,Male,0,10362,0.0,0.0,35.594
107646,Scombroid Fish Poisoning,San Francisco,2006,Male,2,397484,0.503,0.061,1.818
36415,Cysticercosis or Taeniasis,Siskiyou,2013,Female,0,22709,0.0,0.0,16.243
49912,Giardiasis,San Benito,2001,Female,0,27085,0.0,0.0,13.619000000000002
138533,Vibrio Infection (non-Cholera),San Luis Obispo,2001,Female,0,122459,0.0,0.0,3.012
94332,Psittacosis,San Benito,2001,Male,0,27611,0.0,0.0,13.359000000000002
63008,HIV,Santa Clara,2004,Male,130,856410,15.18,12.683,18.024
21445,Chlamydia,San Diego,2006,Female,8569,1484896,577.077,564.957,589.391
87619,Paralytic Shellfish Poisoning,Tehama,2011,Female,0,31847,0.0,0.0,11.582
127985,Tuberculosis,Shasta,2008,Male,2,86735,2.306,0.27899999999999997,8.329
56190,Hemolytic Uremic Syndrome,Contra Costa,2009,Male,0,509624,0.0,0.0,0.7240000000000001
93292,Psittacosis,El Dorado,2011,Female,0,90341,0.0,0.0,4.083
122681,Toxic Shock Syndrome (Non-Streptococcal),San Diego,2004,Female,0,1475094,0.0,0.0,0.25
29106,Coccidioidomycosis,Santa Clara,2011,Female,4,900923,0.444,0.121,1.137
38818,Dengue,Sierra,2012,Female,0,1547,0.0,0.0,238.17
139618,Yersiniosis,Contra Costa,2004,Male,4,486962,0.821,0.22399999999999998,2.103
93458,Psittacosis,Imperial,2010,Male,0,90237,0.0,0.0,4.088
2751,Anaplasmosis and Ehrlichiosis,Colusa,2007,Female,0,10337,0.0,0.0,35.68
66729,Invasive Meningococcal Disease,Sierra,2013,Male,0,1571,0.0,0.0,234.535
53920,Hantavirus Infection,Humboldt,2004,Male,0,65318,0.0,0.0,5.647
133863,Typhus Fever,Del Norte,2012,Female,0,12644,0.0,0.0,29.171
140375,Yersiniosis,Modoc,2009,Male,0,4856,0.0,0.0,75.937
19694,Campylobacteriosis,Tulare,2011,Female,60,223390,26.859,20.497,34.571
54212,Hantavirus Infection,Los Angeles,2010,Female,0,4982072,0.0,0.0,0.07400000000000001
43288,E. coli O157,Sacramento,2001,Female,5,646848,0.773,0.251,1.804
91708,"Plague, human",Orange,2009,Female,0,1512749,0.0,0.0,0.244
76444,Listeriosis,Santa Barbara,2012,Male,2,214265,0.9329999999999999,0.113,3.372
136800,Varicella Hospitalizations,Trinity,2014,Female,0,6530,0.0,0.0,56.475
44997,E. coli Other STEC (non-O157),Merced,2007,Male,0,125184,0.0,0.0,2.947
62641,HIV,Sacramento,2008,Female,30,714913,4.196000000000001,2.8310000000000004,5.99
79196,Lyme Disease,Sonoma,2007,Male,5,232651,2.149,0.698,5.015
59180,"Hepatitis B, Acute",Contra Costa,2014,Male,2,534708,0.374,0.045,1.351
112204,Shigellosis,Trinity,2007,Male,0,7098,0.0,0.0,51.957
127316,Tuberculosis,Nevada,2009,Male,0,48719,0.0,0.0,7.571000000000001
132195,"Typhoid Fever, case",Napa,2002,Female,0,64104,0.0,0.0,5.754
51600,Gonorrhea,Kings,2010,Female,13,66218,19.632,10.454,33.569
140773,Yersiniosis,San Benito,2002,Female,0,27350,0.0,0.0,13.487
9941,"Botulism, Foodborne",Yuba,2010,Female,0,35896,0.0,0.0,10.276
77541,Lyme Disease,El Dorado,2013,Female,2,91508,2.186,0.265,7.895
19625,Campylobacteriosis,Trinity,2002,Female,0,6408,0.0,0.0,57.55
75331,Listeriosis,Kings,2004,Male,0,81728,0.0,0.0,4.513999999999999
59735,"Hepatitis B, Acute",Tulare,2011,Male,0,224201,0.0,0.0,1.645
124969,Trichinosis,Plumas,2011,Female,0,9985,0.0,0.0,36.937
100471,Relapsing Fever,Calaveras,2010,Male,0,22757,0.0,0.0,16.209
50066,Giardiasis,San Francisco,2010,Male,144,410063,35.117,29.616,41.342
16645,Brucellosis,San Luis Obispo,2007,Female,0,128800,0.0,0.0,2.864
54228,Hantavirus Infection,Madera,2001,Female,0,65826,0.0,0.0,5.604
74767,Listeriosis,Alpine,2002,Male,0,654,0.0,0.0,562.461
100720,Relapsing Fever,Glenn,2009,Female,0,13906,0.0,0.0,26.524
133035,"Typhoid Fever, case",Solano,2002,Female,0,202735,0.0,0.0,1.82
91441,"Plague, human",Merced,2004,Male,0,117878,0.0,0.0,3.1289999999999996
108735,Shiga Toxin Positive Feces (without culture confirmation),El Dorado,2008,Male,0,89260,0.0,0.0,4.133
87168,Paralytic Shellfish Poisoning,Santa Barbara,2001,Female,0,201546,0.0,0.0,1.83
19983,Chlamydia,Alpine,2009,Female,1,570,175.50099999999998,4.442,973.57
70148,Leprosy,El Dorado,2008,Male,0,89260,0.0,0.0,4.133
134613,Typhus Fever,Mono,2005,Male,0,7442,0.0,0.0,49.556000000000004
64024,Influenza Death (<65 years of age),Los Angeles,2010,Male,4,4844727,0.083,0.022000000000000002,0.21100000000000002
11126,"Botulism, Other",Monterey,2007,Female,0,198192,0.0,0.0,1.861
99994,"Rabies, human",Trinity,2005,Male,0,7092,0.0,0.0,52.001000000000005
8960,"Botulism, Foodborne",San Benito,2014,Female,0,29124,0.0,0.0,12.665
121915,Toxic Shock Syndrome (Non-Streptococcal),Lassen,2013,Male,0,21582,0.0,0.0,17.090999999999998
111203,Shigellosis,Nevada,2007,Female,0,49780,0.0,0.0,7.41
127775,Tuberculosis,San Luis Obispo,2008,Male,0,136757,0.0,0.0,2.697
75750,Listeriosis,Mono,2004,Female,0,6322,0.0,0.0,58.333
56138,Hemolytic Uremic Syndrome,Colusa,2006,Female,0,10228,0.0,0.0,36.06
57856,Hemolytic Uremic Syndrome,Siskiyou,2003,Female,0,22570,0.0,0.0,16.343
138890,Vibrio Infection (non-Cholera),Solano,2008,Female,0,206443,0.0,0.0,1.787
74055,Leptospirosis,Santa Clara,2004,Female,0,840509,0.0,0.0,0.439
99459,"Rabies, human",San Luis Obispo,2009,Female,0,130832,0.0,0.0,2.82
66064,Invasive Meningococcal Disease,Orange,2014,Female,0,1583260,0.0,0.0,0.233
73090,Leptospirosis,Marin,2001,Female,0,125414,0.0,0.0,2.9410000000000003
70322,Leprosy,Imperial,2004,Male,0,79736,0.0,0.0,4.626
85966,Paralytic Shellfish Poisoning,Imperial,2006,Male,0,83936,0.0,0.0,4.395
48737,Giardiasis,Contra Costa,2008,Male,31,504461,6.145,4.175,8.722000000000001
1511,Amebiasis,San Benito,2014,Male,1,28869,3.464,0.08800000000000001,19.298
13964,"Botulism, Wound",San Benito,2001,Male,0,27611,0.0,0.0,13.359000000000002
135364,Typhus Fever,Santa Clara,2012,Female,0,911248,0.0,0.0,0.405
30740,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,San Luis Obispo,2014,Male,0,140021,0.0,0.0,2.634
18260,Campylobacteriosis,Madera,2005,Female,13,72628,17.899,9.531,30.607
116417,Streptococcal Infection (cases in food and dairy workers),Calaveras,2010,Male,0,22757,0.0,0.0,16.209
12835,"Botulism, Wound",Del Norte,2004,Female,0,12587,0.0,0.0,29.303
21461,Chlamydia,San Diego,2011,Male,4907,1574325,311.689,303.04200000000003,320.52
34536,Cysticercosis or Taeniasis,Amador,2009,Female,0,17197,0.0,0.0,21.448
24383,Cholera,Solano,2013,Female,0,211988,0.0,0.0,1.74
107487,Scombroid Fish Poisoning,Sacramento,2009,Male,0,691550,0.0,0.0,0.5329999999999999
10166,"Botulism, Other",Butte,2008,Male,0,107800,0.0,0.0,3.4219999999999997
86782,Paralytic Shellfish Poisoning,Plumas,2009,Female,0,10036,0.0,0.0,36.75
30436,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Napa,2010,Female,0,68095,0.0,0.0,5.417000000000001
26951,Ciguatera Fish Poisoning,Stanislaus,2013,Male,0,260789,0.0,0.0,1.4140000000000001
14715,"Botulism, Wound",Trinity,2008,Male,0,7084,0.0,0.0,52.06
42365,E. coli O157,Humboldt,2004,Male,3,65318,4.593,0.9470000000000001,13.422
87407,Paralytic Shellfish Poisoning,Siskiyou,2010,Male,0,22392,0.0,0.0,16.473
139387,Yersiniosis,Alameda,2011,Male,4,748844,0.534,0.146,1.368
77022,Listeriosis,Ventura,2008,Male,1,403799,0.248,0.006,1.38
104581,Salmonellosis,Mendocino,2007,Male,1,43759,2.285,0.057999999999999996,12.732000000000001
66362,Invasive Meningococcal Disease,San Francisco,2003,Female,6,384643,1.56,0.5720000000000001,3.395
58141,Hemolytic Uremic Syndrome,Trinity,2014,Female,0,6530,0.0,0.0,56.475
88994,Pertussis,Mono,2007,Female,0,6548,0.0,0.0,56.32
69972,Leprosy,Calaveras,2006,Female,0,22693,0.0,0.0,16.254
8302,"Botulism, Foodborne",Madera,2005,Female,0,72628,0.0,0.0,5.079
88109,Pertussis,Calaveras,2006,Male,5,22623,22.101999999999997,7.1770000000000005,51.57
67581,Legionellosis,Contra Costa,2003,Male,2,482677,0.414,0.05,1.4969999999999999
105494,Salmonellosis,Shasta,2003,Female,2,87754,2.279,0.276,8.232999999999999
29800,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Alpine,2007,Female,0,599,0.0,0.0,613.947
86506,Paralytic Shellfish Poisoning,Mono,2001,Female,0,6031,0.0,0.0,61.147
138945,Vibrio Infection (non-Cholera),Sonoma,2012,Male,2,240307,0.8320000000000001,0.10099999999999999,3.0060000000000002
36090,Cysticercosis or Taeniasis,San Luis Obispo,2003,Male,0,131135,0.0,0.0,2.813
72646,Leptospirosis,Fresno,2007,Female,0,450080,0.0,0.0,0.82
49969,Giardiasis,San Bernardino,2006,Female,31,993098,3.122,2.121,4.431
78473,Lyme Disease,Plumas,2001,Male,0,10363,0.0,0.0,35.59
74333,Leptospirosis,Stanislaus,2012,Female,0,264121,0.0,0.0,1.3969999999999998
134858,Typhus Fever,Plumas,2003,Female,0,10363,0.0,0.0,35.59
37937,Dengue,Modoc,2013,Male,0,4761,0.0,0.0,77.45100000000001
117430,Streptococcal Infection (cases in food and dairy workers),Nevada,2010,Male,0,48772,0.0,0.0,7.563
15106,Brucellosis,Amador,2012,Male,0,19914,0.0,0.0,18.522000000000002
71989,Leprosy,Trinity,2012,Male,0,6929,0.0,0.0,53.224
54183,Hantavirus Infection,Lassen,2014,Male,0,21524,0.0,0.0,17.137
114364,Spotted Fever Rickettsiosis,Shasta,2012,Male,0,87789,0.0,0.0,4.202
1141,Amebiasis,Monterey,2003,Female,4,199426,2.006,0.547,5.135
96444,Q Fever,Mono,2014,Female,0,6912,0.0,0.0,53.355
80239,Malaria,Kern,2011,Female,0,408373,0.0,0.0,0.903
96612,Q Fever,Orange,2014,Female,1,1583260,0.063,0.002,0.35200000000000004
138246,Vibrio Infection (non-Cholera),Riverside,2003,Male,0,882158,0.0,0.0,0.418
34021,Cyclosporiasis,Napa,2013,Male,0,69824,0.0,0.0,5.2829999999999995
80231,Malaria,Kern,2008,Male,2,422667,0.473,0.057,1.709
88934,Pertussis,Modoc,2001,Female,0,4670,0.0,0.0,78.96
11520,"Botulism, Other",San Bernardino,2012,Female,0,1037268,0.0,0.0,0.35600000000000004
2914,Anaplasmosis and Ehrlichiosis,Fresno,2005,Male,0,435858,0.0,0.0,0.846
26957,Ciguatera Fish Poisoning,Sutter,2001,Male,0,39714,0.0,0.0,9.288
20569,Chlamydia,Kings,2008,Female,419,64879,645.821,585.625,710.4860000000001
40788,Diphtheria,Sacramento,2010,Male,0,695577,0.0,0.0,0.53
114111,Spotted Fever Rickettsiosis,San Joaquin,2012,Male,0,347738,0.0,0.0,1.061
77057,Listeriosis,Yolo,2006,Female,0,97772,0.0,0.0,3.773
64081,Influenza Death (<65 years of age),Mariposa,2011,Female,0,8861,0.0,0.0,41.622
50467,Giardiasis,Solano,2004,Female,7,205205,3.411,1.371,7.028
6130,Babesiosis,Monterey,2010,Male,0,214157,0.0,0.0,1.722
86885,Paralytic Shellfish Poisoning,San Benito,2001,Female,0,27085,0.0,0.0,13.619000000000002
13755,"Botulism, Wound",Orange,2002,Female,0,1469089,0.0,0.0,0.251
53326,Gonorrhea,Yolo,2003,Female,19,93337,20.355999999999998,12.255999999999998,31.787
4048,Anaplasmosis and Ehrlichiosis,San Diego,2003,Male,0,1478967,0.0,0.0,0.249
140249,Yersiniosis,Mariposa,2009,Male,0,9274,0.0,0.0,39.769
50245,Giardiasis,Santa Barbara,2014,Female,14,217149,6.447,3.525,10.817
22547,Cholera,Butte,2009,Female,0,110967,0.0,0.0,3.324
2773,Anaplasmosis and Ehrlichiosis,Colusa,2014,Male,0,11117,0.0,0.0,33.177
116956,Streptococcal Infection (cases in food and dairy workers),Lassen,2006,Male,0,22389,0.0,0.0,16.475
81198,Malaria,San Francisco,2007,Female,1,389778,0.257,0.006,1.429
21821,Chlamydia,Sierra,2005,Male,1,1737,57.567,1.4580000000000002,320.341
44611,E. coli Other STEC (non-O157),El Dorado,2014,Female,1,92046,1.0859999999999999,0.027999999999999997,6.053
2706,Anaplasmosis and Ehrlichiosis,Calaveras,2006,Male,0,22623,0.0,0.0,16.305
64748,Invasive Meningococcal Disease,California,2002,Male,124,17384620,0.713,0.593,0.85
139291,Vibrio Infection (non-Cholera),Yuba,2007,Male,0,35291,0.0,0.0,10.452
54379,Hantavirus Infection,Mendocino,2009,Female,0,43794,0.0,0.0,8.423
53950,Hantavirus Infection,Humboldt,2014,Male,0,67887,0.0,0.0,5.434
116494,Streptococcal Infection (cases in food and dairy workers),Contra Costa,2008,Female,0,528831,0.0,0.0,0.698
127547,Tuberculosis,San Benito,2002,Male,0,27849,0.0,0.0,13.245
7675,"Botulism, Foodborne",Calaveras,2006,Female,0,22693,0.0,0.0,16.254
131781,"Typhoid Fever, case",Lassen,2003,Female,0,12307,0.0,0.0,29.969
83195,Measles,Monterey,2008,Female,0,199794,0.0,0.0,1.8459999999999999
52402,Gonorrhea,San Benito,2010,Male,5,27676,18.066,5.8660000000000005,42.155
81027,Malaria,Sacramento,2007,Male,1,679642,0.147,0.004,0.82
22202,Chlamydia,Tuolumne,2006,Female,44,26670,164.982,119.899,221.415
19448,Campylobacteriosis,Solano,2013,Female,31,211988,14.623,9.936,20.756
86210,Paralytic Shellfish Poisoning,Lassen,2014,Male,0,21524,0.0,0.0,17.137
138416,Vibrio Infection (non-Cholera),San Diego,2004,Female,6,1475094,0.40700000000000003,0.149,0.885
54962,Hantavirus Infection,San Diego,2007,Female,0,1500220,0.0,0.0,0.24600000000000002
123221,Toxic Shock Syndrome (Non-Streptococcal),Stanislaus,2001,Female,0,235061,0.0,0.0,1.569
70939,Leprosy,Napa,2006,Female,0,66125,0.0,0.0,5.577999999999999
111567,Shigellosis,San Francisco,2002,Male,141,397905,35.436,29.829,41.79
13801,"Botulism, Wound",Placer,2003,Male,0,142244,0.0,0.0,2.593
4756,Anaplasmosis and Ehrlichiosis,Tulare,2001,Male,0,187217,0.0,0.0,1.97
56559,Hemolytic Uremic Syndrome,Kings,2005,Male,0,82833,0.0,0.0,4.453
133561,Typhus Fever,Alameda,2009,Male,0,738333,0.0,0.0,0.5
74217,Leptospirosis,Solano,2001,Male,0,202277,0.0,0.0,1.824
140953,Yersiniosis,San Joaquin,2006,Female,3,331622,0.905,0.187,2.6439999999999997
62512,HIV,Placer,2007,Female,1,168495,0.593,0.015,3.307
16477,Brucellosis,San Bernardino,2007,Female,1,1006099,0.099,0.003,0.5539999999999999
6463,Babesiosis,San Benito,2009,Male,0,27601,0.0,0.0,13.364
87042,Paralytic Shellfish Poisoning,San Francisco,2011,Female,0,400054,0.0,0.0,0.922
38293,Dengue,Sacramento,2005,Female,0,693519,0.0,0.0,0.532
4309,Anaplasmosis and Ehrlichiosis,Santa Clara,2006,Male,1,863494,0.11599999999999999,0.003,0.645
57907,Hemolytic Uremic Syndrome,Solano,2006,Female,0,205356,0.0,0.0,1.796
68526,Legionellosis,Napa,2014,Female,2,69855,2.863,0.34700000000000003,10.342
135089,Typhus Fever,San Diego,2004,Male,0,1488296,0.0,0.0,0.248
21388,Chlamydia,San Bernardino,2001,Female,4447,885147,502.402,487.779,517.351
81469,Malaria,Santa Cruz,2013,Female,0,135411,0.0,0.0,2.7239999999999998
31630,Cryptosporidiosis,Fresno,2007,Male,6,449746,1.334,0.49,2.904
111034,Shigellosis,Sonoma,2013,Female,15,249602,6.01,3.364,9.912
27818,Coccidioidomycosis,Imperial,2003,Male,0,78291,0.0,0.0,4.712
50386,Giardiasis,Sierra,2005,Female,0,1693,0.0,0.0,217.653
44747,E. coli Other STEC (non-O157),Inyo,2014,Male,0,9468,0.0,0.0,38.954
73674,Leptospirosis,Sacramento,2003,Male,1,646244,0.155,0.004,0.862
117523,Streptococcal Infection (cases in food and dairy workers),Placer,2013,Male,0,178149,0.0,0.0,2.0709999999999997
114426,Spotted Fever Rickettsiosis,Siskiyou,2005,Female,0,22711,0.0,0.0,16.241
108587,Shiga Toxin Positive Feces (without culture confirmation),Amador,2007,Male,0,20878,0.0,0.0,17.667
61097,"Hepatitis E, acute infection",Siskiyou,2013,Female,0,22709,0.0,0.0,16.243
78098,Lyme Disease,Mendocino,2002,Male,7,43667,16.03,6.445,33.025999999999996
18164,Campylobacteriosis,Lassen,2001,Female,0,12262,0.0,0.0,30.079
11324,"Botulism, Other",Plumas,2003,Female,0,10363,0.0,0.0,35.59
96354,Q Fever,Merced,2012,Female,2,129535,1.544,0.187,5.577000000000001
46579,Early Syphilis,Kern,2003,Male,7,369504,1.8940000000000001,0.762,3.903
100612,Relapsing Fever,El Dorado,2001,Female,0,80988,0.0,0.0,4.555
31745,Cryptosporidiosis,Imperial,2003,Male,0,78291,0.0,0.0,4.712
18255,Campylobacteriosis,Madera,2003,Male,17,63816,26.639,15.519,42.648
123559,Toxic Shock Syndrome (Non-Streptococcal),Yuba,2001,Male,0,30952,0.0,0.0,11.917
102677,Relapsing Fever,Yolo,2006,Male,0,93037,0.0,0.0,3.965
112017,Shigellosis,Solano,2012,Male,4,209029,1.9140000000000001,0.521,4.9
63948,Influenza Death (<65 years of age),Kern,2009,Female,8,402699,1.9869999999999999,0.858,3.9139999999999997
47360,Early Syphilis,Riverside,2012,Female,5,1129673,0.44299999999999995,0.14400000000000002,1.033
69129,Legionellosis,Santa Clara,2004,Male,1,856410,0.11699999999999999,0.003,0.6509999999999999
34804,Cysticercosis or Taeniasis,El Dorado,2014,Male,0,91911,0.0,0.0,4.013
30491,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Orange,2012,Male,1,1520356,0.066,0.002,0.366
99168,"Rabies, human",Riverside,2010,Female,0,1101193,0.0,0.0,0.335
106866,Scombroid Fish Poisoning,Los Angeles,2003,Female,0,4960444,0.0,0.0,0.07400000000000001
15148,Brucellosis,Butte,2012,Male,0,109565,0.0,0.0,3.367
16364,Brucellosis,Riverside,2011,Male,0,1104959,0.0,0.0,0.33399999999999996
41480,Diphtheria,Sutter,2001,Male,0,39714,0.0,0.0,9.288
91673,"Plague, human",Nevada,2011,Male,0,48761,0.0,0.0,7.565
98371,"Rabies, human",Inyo,2004,Female,0,9366,0.0,0.0,39.378
18447,Campylobacteriosis,Merced,2011,Female,19,128642,14.77,8.892999999999999,23.064
72040,Leprosy,Tuolumne,2001,Male,0,29191,0.0,0.0,12.636
101903,Relapsing Fever,San Joaquin,2005,Male,0,324668,0.0,0.0,1.136
131170,"Typhoid Fever, case",Amador,2009,Male,0,20708,0.0,0.0,17.812
74112,Leptospirosis,Santa Cruz,2009,Female,0,131177,0.0,0.0,2.812
112087,Shigellosis,Stanislaus,2010,Male,3,254855,1.177,0.243,3.44
131973,"Typhoid Fever, case",Mariposa,2011,Female,0,8861,0.0,0.0,41.622
13051,"Botulism, Wound",Imperial,2006,Female,0,78596,0.0,0.0,4.6930000000000005
69024,Legionellosis,San Luis Obispo,2011,Male,1,138441,0.722,0.018000000000000002,4.024
100943,Relapsing Fever,Kings,2013,Male,0,85315,0.0,0.0,4.324
136663,Varicella Hospitalizations,Santa Cruz,2013,Male,0,135323,0.0,0.0,2.7260000000000004
140950,Yersiniosis,San Joaquin,2005,Female,9,326957,2.753,1.2590000000000001,5.225
9999,"Botulism, Other",Alameda,2001,Male,0,719209,0.0,0.0,0.513
57291,Hemolytic Uremic Syndrome,Riverside,2011,Male,1,1104959,0.091,0.002,0.504
38885,Dengue,Solano,2006,Male,0,205995,0.0,0.0,1.791
62775,HIV,San Diego,2010,Male,0,1562326,0.0,0.0,0.23600000000000002
53,Amebiasis,Alameda,2004,Male,4,719059,0.556,0.152,1.4240000000000002
99079,"Rabies, human",Placer,2008,Male,0,165146,0.0,0.0,2.234
45859,E. coli Other STEC (non-O157),Tuolumne,2014,Male,0,28514,0.0,0.0,12.936
87650,Paralytic Shellfish Poisoning,Trinity,2007,Male,0,7098,0.0,0.0,51.957
45997,Early Syphilis,Alameda,2005,Male,71,716243,9.913,7.742000000000001,12.504000000000001
75370,Listeriosis,Lake,2003,Male,0,30790,0.0,0.0,11.98
53775,Hantavirus Infection,Del Norte,2012,Female,0,12644,0.0,0.0,29.171
99084,"Rabies, human",Placer,2010,Female,0,179214,0.0,0.0,2.0580000000000003
65697,Invasive Meningococcal Disease,Mariposa,2004,Female,0,8791,0.0,0.0,41.953
140996,Yersiniosis,San Luis Obispo,2006,Male,0,134144,0.0,0.0,2.75
14774,"Botulism, Wound",Tulare,2014,Female,0,229092,0.0,0.0,1.61
118208,Streptococcal Infection (cases in food and dairy workers),Solano,2002,Male,0,204081,0.0,0.0,1.808
25811,Ciguatera Fish Poisoning,Mendocino,2012,Male,0,44435,0.0,0.0,8.301
128533,Tuberculosis,Yuba,2012,Female,1,36227,2.76,0.07,15.379000000000001
54063,Hantavirus Infection,Kern,2010,Female,0,404512,0.0,0.0,0.912
10229,"Botulism, Other",Colusa,2001,Male,0,9698,0.0,0.0,38.03
64987,Invasive Meningococcal Disease,Calaveras,2011,Male,0,22569,0.0,0.0,16.344
105546,Salmonellosis,Sierra,2006,Male,0,1735,0.0,0.0,212.39
81942,Malaria,Ventura,2003,Male,1,393044,0.254,0.006,1.4180000000000001
50989,Gonorrhea,Alameda,2010,Female,934,771369,121.083,113.446,129.099
107741,Scombroid Fish Poisoning,San Luis Obispo,2010,Female,0,131413,0.0,0.0,2.807
35228,Cysticercosis or Taeniasis,Madera,2001,Male,0,60630,0.0,0.0,6.084
82,Amebiasis,Alameda,2014,Female,2,808612,0.247,0.03,0.893
24669,Cholera,Tuolumne,2010,Male,0,29228,0.0,0.0,12.62
43514,E. coli O157,San Joaquin,2006,Female,6,331622,1.8090000000000002,0.664,3.938
126007,Trichinosis,Yolo,2007,Female,0,99925,0.0,0.0,3.6919999999999997
107132,Scombroid Fish Poisoning,Mono,2003,Male,0,7339,0.0,0.0,50.251000000000005
119972,Tetanus,Placer,2009,Female,0,175968,0.0,0.0,2.096
97252,Q Fever,Sierra,2003,Male,0,1795,0.0,0.0,205.298
73796,Leptospirosis,San Diego,2002,Female,0,1448213,0.0,0.0,0.255
74676,Leptospirosis,Yuba,2014,Male,0,36922,0.0,0.0,9.991
26129,Ciguatera Fish Poisoning,Placer,2006,Male,0,157603,0.0,0.0,2.3409999999999997
32427,Cryptosporidiosis,Nevada,2006,Female,0,49734,0.0,0.0,7.417000000000001
61825,HIV,Kern,2001,Male,81,349424,23.180999999999997,18.409000000000002,28.811
79160,Lyme Disease,Solano,2009,Male,0,206322,0.0,0.0,1.788
